,book_format,book_pages,book_review_count,book_rating_count,book_rating
33676,Paperback,495 pages,36,2038,3.81
33677,Paperback,176 pages,75,1010,3.9
33678,Kindle Edition,309 pages,939,7173,4.28
33679,Paperback,246 pages,362,4854,3.64
33681,Mass Market Paperback,414 pages,80,550,3.66
33682,Paperback,336 pages,85,785,3.8
33683,Paperback,182 pages,73,6791,4.34
33685,Paperback,147 pages,109,2599,3.52
33686,Kindle Edition,30 pages,0,5,4.8
33687,Paperback,136 pages,68,16753,4.22
33688,Paperback,464 pages,141,2261,3.57
33689,Paperback,678 pages,47,1287,3.97
33691,Paperback,42 pages,0,9,4.22
33692,Paperback,318 pages,64,827,3.63
33694,Paperback,586 pages,49,919,3.98
33695,Hardcover,165 pages,105,1846,4.31
33696,Hardcover,360 pages,152,2643,4.05
33697,Paperback,594 pages,150,4334,3.75
33698,Paperback,289 pages,78,717,4.14
33699,Paperback,208 pages,73,1204,4.2
33700,Paperback,231 pages,11,1561,3.58
33701,Paperback,400 pages,1247,12784,3.79
33702,Paperback,314 pages,495,4561,4.24
33703,Mass Market Paperback,656 pages,36,623,4.06
33704,Paperback,192 pages,936,41221,4.22
33705,ebook,293 pages,508,3375,3.89
33706,Mass Market Paperback,530 pages,177,1990,4.18
33707,Hardcover,189 pages,268,3117,4.25
33708,Paperback,476 pages,119,8921,4.03
33710,Kindle Edition,293 pages,40,116,3.59
33712,Paperback,144 pages,61,349,3.76
33714,Hardcover,370 pages,310,4904,3.96
33715,Hardcover,388 pages,10,136,3.84
33716,Paperback,296 pages,256,1533,3.95
33717,Paperback,379 pages,564,12903,4.28
33718,Paperback,216 pages,905,7677,3.85
33719,Paperback,288 pages,626,10051,3.79
33720,Hardcover,198 pages,7,157,4.22
33721,Paperback,304 pages,42,292,4.1
33722,Paperback,390 pages,58,1423,4.04
33723,Hardcover,274 pages,2,11,3.64
33724,Hardcover,386 pages,2400,21329,4.06
33725,Paperback,688 pages,192,6542,4.11
33726,Paperback,265 pages,750,4926,3.98
33727,Kindle Edition,241 pages,1541,18744,3.98
33728,Paperback,336 pages,111,1109,3.77
33729,Hardcover,279 pages,867,11389,3.76
33731,Hardcover,632 pages,253,4439,4.07
33732,ebook,1181 pages,100,2075,4.49
33733,Hardcover,254 pages,249,5238,4.26
33734,Kindle Edition,94 pages,4,98,3.73
33735,Paperback,400 pages,8539,154087,4.23
33736,Hardcover,336 pages,1430,11273,4.07
33737,Hardcover,528 pages,274,5112,4.53
33738,Paperback,192 pages,132,1499,2.92
33739,Paperback,216 pages,1252,23756,3.76
33740,Hardcover,271 pages,1398,19724,4.04
33741,Hardcover,224 pages,4,20,4.0
33742,Paperback,178 pages,15,130,3.58
33743,Paperback,512 pages,37,379,4.45
33744,Paperback,416 pages,285,3727,3.97
33745,Paperback,320 pages,2231,15211,4.26
33746,Paperback,204 pages,1,3,4.0
33747,Paperback,416 pages,6,201,3.77
33748,Paperback,480 pages,5023,64953,4.36
33749,Paperback,185 pages,817,6654,3.7
33750,Paperback,301 pages,61,2445,3.82
33751,Paperback,199 pages,295,2345,4.09
33752,Hardcover,256 pages,124,1012,3.6
33754,Hardcover,304 pages,435,2125,3.69
33755,Hardcover,338 pages,13,378,4.42
33756,Kindle Edition,369 pages,22,100,4.05
33758,Paperback,392 pages,74,324,4.02
33759,Kindle Edition,346 pages,1237,17554,3.94
33760,Paperback,432 pages,132,4600,3.72
33761,Paperback,504 pages,8,162,3.9
33762,Hardcover,356 pages,2409,23065,3.84
33764,Paperback,263 pages,65,97,4.34
33765,ebook,356 pages,138,1790,3.77
33766,Paperback,388 pages,181,1427,4.01
33767,Paperback,480 pages,1281,52195,4.04
33768,Paperback,186 pages,0,16,3.63
33769,Mass Market Paperback,316 pages,3717,161786,4.23
33770,ebook,62 pages,518,3227,3.99
33771,Paperback,218 pages,484,5312,4.3
33772,Paperback,284 pages,59,305,3.28
33773,Kindle Edition,353 pages,931,8896,3.96
33774,Kindle Edition,468 pages,8,21,4.1
33775,Paperback,327 pages,1,13,3.77
33776,Kindle Edition,724 pages,80,1438,4.49
33777,Mass Market Paperback,303 pages,559,16404,3.91
33778,Mass Market Paperback,291 pages,311,4325,3.56
33779,Audio Cassette,0 pages,511,7378,3.82
33781,Hardcover,339 pages,1388,12845,3.98
33782,Paperback,286 pages,1,5,4.2
33783,Mass Market Paperback,321 pages,713,20060,4.14
33784,Paperback,360 pages,62,519,4.2
33785,Paperback,750 pages,320,8713,4.17
33787,Kindle Edition,400 pages,300,2574,3.99
33788,Kindle Edition,239 pages,713,7903,4.19
33789,Paperback,584 pages,6,177,3.86
33790,Paperback,416 pages,7684,74817,3.83
33791,Paperback,400 pages,36,64,4.61
33792,Mass Market Paperback,494 pages,195,5313,4.08
33793,Hardcover,264 pages,2022,20232,4.16
33794,Paperback,384 pages,99,1190,3.61
33795,Paperback,318 pages,28,958,4.32
33797,Paperback,224 pages,389,2857,3.89
33798,Hardcover,335 pages,663,8443,4.16
33799,Paperback,477 pages,193,1553,3.95
33800,Paperback,428 pages,2539,30366,4.11
33801,Paperback,200 pages,394,2115,4.07
33802,Mass Market Paperback,505 pages,115,1847,3.69
33804,Paperback,320 pages,6,74,4.14
33806,Hardcover,288 pages,137,1725,3.86
33807,Paperback,288 pages,98,819,3.73
33808,cloth,236 pages,705,7187,3.94
33809,Kindle Edition,303 pages,831,7296,4.13
33810,Paperback,409 pages,948,4867,3.94
33811,Kindle Edition,80 pages,102,2495,4.2
33812,Paperback,329 pages,13,223,4.01
33813,Hardcover,310 pages,1275,6595,3.93
33814,Paperback,224 pages,120,1447,3.84
33815,Mass Market Paperback,416 pages,17,185,3.82
33816,Paperback,144 pages,2,204,3.7
33817,Hardcover,168 pages,0,51,4.0
33818,Paperback,272 pages,184,2652,3.75
33819,Paperback,392 pages,896,12307,3.82
33820,Hardcover,272 pages,133,5825,4.28
33822,Paperback,528 pages,134,2579,3.88
33823,Kindle Edition,205 pages,25,379,4.54
33824,Paperback,535 pages,7001,251066,4.12
33825,Paperback,456 pages,28176,361189,4.26
33826,Kindle Edition,226 pages,10,41,3.88
33827,Paperback,335 pages,2100,9416,4.0
33828,Hardcover,486 pages,132,3002,4.17
33829,Paperback,223 pages,266,1429,4.05
33830,Kindle Edition,243 pages,42,179,3.66
33831,Paperback,240 pages,589,13648,3.73
33832,Paperback,85 pages,26,129,3.93
33833,Mass Market Paperback,374 pages,110,3183,4.03
33835,Paperback,304 pages,39,605,4.55
33837,Hardcover,640 pages,9,508,4.4
33838,Paperback,307 pages,88,1320,4.0
33839,Paperback,341 pages,1281,13306,4.02
33840,Paperback,400 pages,11,105,4.08
33841,Mass Market Paperback,493 pages,140,3844,3.84
33842,Kindle Edition,424 pages,2335,14604,4.1
33845,ebook,432 pages,326,4754,4.08
33848,Mass Market Paperback,370 pages,150,1614,3.72
33849,Hardcover,52 pages,315,5229,3.87
33850,Hardcover,32 pages,146,989,4.16
33851,Kindle Edition,384 pages,2761,15202,4.14
33852,Paperback,320 pages,2500,19188,4.14
33853,Paperback,304 pages,104,2232,3.85
33854,Hardcover,336 pages,1071,9925,3.74
33855,Paperback,397 pages,17126,1094616,3.96
33856,Paperback,448 pages,63,692,4.19
33857,Hardcover,616 pages,3468,151533,3.89
33859,Paperback,384 pages,34,895,4.19
33860,Paperback,40 pages,59,1289,4.49
33862,Paperback,312 pages,2871,19479,3.83
33863,Kindle Edition,387 pages,102,1278,3.94
33864,Paperback,320 pages,1196,16104,3.83
33865,Paperback,364 pages,83,1628,3.75
33866,Paperback,286 pages,240,3046,3.99
33867,Hardcover,336 pages,24,313,3.79
33868,Hardcover,321 pages,218,1702,3.77
33869,Paperback,112 pages,45,1853,4.27
33870,Paperback,208 pages,36,1040,4.34
33871,Hardcover,475 pages,27,267,4.0
33873,Hardcover,40 pages,58,1145,4.24
33874,Paperback,172 pages,5,39,3.79
33875,Paperback,348 pages,37,686,3.72
33876,Paperback,161 pages,468,4839,3.86
33878,ebook,318 pages,286,1528,3.86
33879,Hardcover,288 pages,143,2855,3.63
33880,Paperback,161 pages,345,4939,4.23
33881,Paperback,357 pages,561,13486,3.69
33882,Hardcover,176 pages,164,956,3.83
33883,Kindle Edition,166 pages,16,78,3.97
33884,Hardcover,288 pages,123,754,3.92
33885,Paperback,320 pages,109,625,4.14
33886,Hardcover,323 pages,7329,45959,3.22
33887,Hardcover,291 pages,336,2819,4.09
33888,Paperback,384 pages,554,3943,3.89
33889,Mass Market Paperback,375 pages,545,13837,4.01
33890,Paperback,401 pages,51,420,3.66
33891,Hardcover,320 pages,31,188,3.49
33894,Hardcover,654 pages,1491,53868,3.96
33895,Audio CD,0 pages,2952,52687,4.33
33896,Paperback,775 pages,302,13413,4.23
33897,Hardcover,499 pages,74,1439,4.08
33898,Paperback,464 pages,28434,333887,4.08
33899,Paperback,240 pages,9030,135508,3.9
33900,Paperback,208 pages,193,3167,3.45
33901,Paperback,368 pages,13,34,4.24
33902,Paperback,368 pages,14,115,3.73
33903,Hardcover,400 pages,3,52,4.08
33904,Hardcover,512 pages,8,65,3.74
33905,Paperback,312 pages,6,39,4.56
33906,Paperback,144 pages,14,127,3.64
33907,Hardcover,186 pages,259,5684,4.19
33908,Paperback,227 pages,429,10716,3.83
33909,Hardcover,400 pages,69,783,4.39
33910,ebook,372 pages,486,3329,4.16
33911,Paperback,286 pages,132,2021,4.1
33912,ebook,304 pages,457,4117,4.51
33913,Paperback,556 pages,266,11149,3.85
33914,ebook,151 pages,312,5035,4.4
33915,Paperback,256 pages,14,631,4.31
33916,Hardcover,244 pages,21,350,3.57
33917,Paperback,480 pages,766,6711,3.92
33918,Paperback,224 pages,311,7715,4.01
33919,Paperback,320 pages,338,14656,3.72
33920,Hardcover,352 pages,1334,8471,4.02
33921,Hardcover,400 pages,402,2141,3.5
33922,Kindle Edition,410 pages,2697,26877,4.09
33923,Hardcover,325 pages,354,1997,3.82
33924,Paperback,366 pages,20590,241691,3.88
33926,Paperback,368 pages,603,5043,3.96
33927,Paperback,126 pages,9,44,3.8
33928,Hardcover,327 pages,446,3483,3.65
33929,Kindle Edition,416 pages,25655,255821,4.04
33931,Mass Market Paperback,448 pages,93,2379,4.11
33932,Paperback,416 pages,28,113,3.54
33933,Paperback,123 pages,204,2080,3.86
33934,Hardcover,294 pages,272,3092,3.8
33935,Hardcover,355 pages,450,3762,4.08
33936,Paperback,90 pages,51,909,3.97
33937,Paperback,225 pages,1019,7174,4.02
33939,Paperback,192 pages,126,1442,3.86
33940,Hardcover,327 pages,10,88,3.52
33941,Paperback,238 pages,184,1398,4.09
33942,Paperback,176 pages,91,782,4.42
33943,Hardcover,343 pages,348,5471,4.16
33945,Mass Market Paperback,288 pages,104,2283,3.96
33946,Paperback,231 pages,158,2996,4.13
33947,Paperback,320 pages,201,1400,4.01
33948,Kindle Edition,113 pages,3,9,3.89
33949,ebook,300 pages,323,2420,4.01
33950,Kindle Edition,389 pages,407,3690,4.06
33951,Paperback,307 pages,87,987,3.48
33952,Hardcover,432 pages,147,2723,4.19
33953,ebook,240 pages,434,3377,3.95
33954,Paperback,320 pages,389,15676,4.01
33955,Paperback,626 pages,217,2519,3.94
33956,Paperback,343 pages,13049,78026,4.06
33958,Paperback,403 pages,168,6480,3.92
33959,Paperback,172 pages,69,3250,4.03
33960,Paperback,448 pages,295,4145,3.95
33961,Paperback,272 pages,157,3228,4.14
33962,Paperback,373 pages,202,3175,3.4
33963,Paperback,192 pages,539,9431,3.97
33964,Paperback,167 pages,83,9071,4.44
33965,Kindle Edition,323 pages,6431,157831,4.17
33967,Kindle Edition,197 pages,12,15,3.93
33969,Paperback,172 pages,812,6773,3.58
33971,Paperback,352 pages,3,104,3.68
33972,Kindle Edition,451 pages,860,10111,4.25
33974,Paperback,186 pages,67,728,3.68
33975,Mass Market Paperback,277 pages,55,1355,3.67
33977,Paperback,192 pages,8,172,4.05
33978,Paperback,166 pages,29,1594,3.74
33979,Paperback,111 pages,49,571,4.37
33980,Kindle Edition,164 pages,403,7795,3.77
33981,Paperback,327 pages,53817,2422748,4.16
33983,Paperback,275 pages,323,4171,3.56
33984,Paperback,191 pages,153,2159,3.92
33986,Hardcover,368 pages,521,2604,3.59
33988,Paperback,517 pages,27867,279172,3.99
33990,Kindle Edition,172 pages,5,45,4.29
33991,Paperback,224 pages,43,679,4.01
33992,Hardcover,267 pages,6118,52709,3.7
33993,Paperback,400 pages,128,2599,3.99
33995,Paperback,416 pages,191,5171,3.98
33996,Paperback,368 pages,16,935,4.13
33997,Mass Market Paperback,528 pages,703,17341,3.85
33998,Paperback,324 pages,1293,26934,3.91
33999,Kindle Edition,155 pages,228,2938,3.71
34000,Paperback,320 pages,438,5513,3.98
34001,Poche,192 pages,100,8388,4.43
34003,Paperback,208 pages,118,925,3.58
34004,Paperback,295 pages,13,397,4.11
34005,ebook,242 pages,504,4953,4.16
34006,Paperback,352 pages,13,317,3.51
34007,Paperback,320 pages,118,2023,4.39
34008,Paperback,140 pages,14,146,4.11
34009,Hardcover,440 pages,877,5739,4.22
34011,Paperback,210 pages,265,1266,3.89
34012,Kindle Edition,382 pages,429,4817,3.75
34013,Hardcover,400 pages,111,789,4.2
34014,Paperback,360 pages,310,6326,4.18
34016,Paperback,320 pages,201,2240,3.96
34017,Hardcover,305 pages,60,634,3.6
34018,Paperback,432 pages,270,6281,4.06
34019,Paperback,208 pages,76,1224,4.17
34020,Hardcover,370 pages,10570,53155,4.19
34021,Paperback,728 pages,152,3486,3.94
34022,Hardcover,367 pages,148,2732,3.99
34023,ebook,253 pages,1382,21103,4.13
34024,Paperback,464 pages,875,27710,4.19
34026,Paperback,352 pages,20286,144543,4.1
34027,Paperback,448 pages,2,52,4.06
34028,Kindle Edition,283 pages,266,5573,3.87
34029,Hardcover,185 pages,11,52,3.48
34030,Hardcover,265 pages,38,198,3.68
34032,Paperback,368 pages,327,2161,3.49
34033,Paperback,182 pages,75,750,3.55
34035,Hardcover,352 pages,170,3263,3.77
34036,Paperback,340 pages,169,447,4.14
34037,Paperback,270 pages,592,9075,4.0
34038,Kindle Edition,288 pages,6,49,3.57
34039,Paperback,800 pages,108,1749,4.13
34040,Mass Market Paperback,183 pages,171,4074,3.94
34041,Capa dura,192 pages,27,7555,4.57
34042,Paperback,436 pages,1785,26510,3.83
34043,Hardcover,396 pages,1443,15456,3.97
34044,Paperback,134 pages,256,10907,3.61
34045,Paperback,491 pages,12,228,3.37
34046,Paperback,544 pages,32,1781,4.24
34047,Hardcover,240 pages,1599,7481,4.25
34048,Mass Market Paperback,124 pages,202,3400,3.64
34049,Hardcover,325 pages,2199,14363,3.88
34050,Kindle Edition,1900 pages,28,107,4.45
34051,Paperback,223 pages,234,4648,4.18
34052,Paperback,235 pages,866,18669,3.61
34053,Kindle Edition,594 pages,27874,279300,3.99
34054,Paperback,224 pages,455,3875,4.2
34055,Hardcover,326 pages,2730,32240,3.93
34056,Paperback,208 pages,29,2114,3.98
34057,Paperback,240 pages,315,2915,3.83
34058,Paperback,208 pages,63,475,3.57
34059,ebook,0 pages,30,339,3.8
34060,Paperback,403 pages,748,5088,4.39
34061,Kindle Edition,196 pages,4,11,4.0
34062,Mass Market Paperback,403 pages,26,235,3.96
34063,Kindle Edition,348 pages,6,42,3.5
34064,Paperback,352 pages,63,1599,4.0
34065,Hardcover,171 pages,4,38,4.34
34066,Paperback,352 pages,417,11171,3.68
34068,Mass Market Paperback,320 pages,139,3101,3.9
34069,Hardcover,190 pages,123,3167,4.35
34070,Paperback,296 pages,222,1095,3.96
34071,Paperback,62 pages,189,8262,3.88
34072,Hardcover,368 pages,258,3380,3.89
34073,Paperback,334 pages,39,1993,4.4
34074,Paperback,206 pages,168,5731,4.31
34075,Paperback,382 pages,19,24,4.29
34076,Hardcover,125 pages,1715,22235,3.96
34078,Hardcover,80 pages,19,132,3.72
34079,Kindle Edition,179 pages,397,2700,4.02
34080,Kindle Edition,384 pages,869,7510,4.45
34081,Paperback,406 pages,489,5983,3.64
34082,Paperback,320 pages,6,194,3.94
34083,Paperback,434 pages,1328,7470,4.28
34084,Paperback,96 pages,240,2780,4.2
34086,Hardcover,232 pages,22,202,3.93
34087,Paperback,326 pages,561,7647,3.67
34088,Paperback,304 pages,92,2295,3.8
34089,Paperback,672 pages,6,155,4.34
34090,Paperback,488 pages,14442,115044,4.22
34091,Paperback,352 pages,46,1146,4.03
34092,Hardcover,838 pages,19961,531239,4.03
34093,Comic,177 pages,70,1536,3.84
34094,Hardcover,369 pages,160762,5522483,4.33
34095,Paperback,100 pages,3,8,4.5
34096,Paperback,262 pages,73,1571,4.06
34097,Paperback,309 pages,51,431,3.86
34098,ebook,760 pages,35,1338,4.21
34099,Hardcover,1050 pages,11,122,4.43
34100,Paperback,344 pages,153,2045,3.69
34101,Paperback,500 pages,31,232,3.98
34102,Paperback,392 pages,111,2337,4.0
34103,Paperback,470 pages,32,162,3.66
34104,Paperback,272 pages,24,141,3.72
34105,Hardcover,256 pages,38,390,4.0
34106,Paperback,234 pages,332,4325,3.52
34107,Paperback,341 pages,4628,41120,3.51
34108,Paperback,208 pages,398,5377,3.76
34109,Hardcover,185 pages,33,697,2.77
34110,Paperback,446 pages,206,1414,3.53
34111,Paperback,608 pages,217,3407,4.26
34112,ebook,337 pages,128,1701,4.04
34113,Hardcover,256 pages,125,773,3.93
34114,Hardcover,784 pages,162,927,4.17
34115,Hardcover,310 pages,573,9862,3.68
34116,Kindle Edition,259 pages,810,7315,3.77
34117,Hardcover,321 pages,907,6885,3.84
34118,Paperback,262 pages,326,2523,4.07
34119,Paperback,176 pages,106,6578,3.96
34120,Paperback,392 pages,27,144,3.42
34121,Kindle Edition,302 pages,40,299,4.35
34122,Paperback,144 pages,38,1484,3.84
34123,Hardcover,95 pages,2,30,3.5
34124,Hardcover,267 pages,713,5209,3.7
34125,Paperback,256 pages,219,5031,3.88
34126,Paperback,328 pages,24390,631137,4.05
34127,Paperback,372 pages,60,293,4.43
34128,Paperback,80 pages,13,518,3.81
34129,Paperback,496 pages,195,7395,4.02
34130,Paperback,304 pages,22,52,4.38
34131,Kindle Edition,17 pages,66,2145,3.51
34132,Paperback,321 pages,6,13,4.15
34133,Paperback,378 pages,180,11409,3.85
34134,Paperback,224 pages,219,17992,3.71
34135,Paperback,262 pages,370,2416,4.06
34137,Kindle Edition,181 pages,456,5553,4.16
34138,Kindle Edition,544 pages,2336,18643,4.23
34139,Mass Market Paperback,352 pages,21,293,3.78
34141,Paperback,272 pages,6,48,4.31
34143,Hardcover,364 pages,34,607,3.96
34144,ebook,15 pages,43,381,3.69
34145,Paperback,104 pages,44,8456,4.43
34146,Mass Market Paperback,354 pages,323,3641,3.89
34147,Hardcover,272 pages,301,4041,3.81
34148,Paperback,272 pages,192,6566,4.39
34149,Paperback,317 pages,16653,312995,4.06
34150,Hardcover,400 pages,4410,50854,3.99
34151,Hardcover,192 pages,7,61,4.1
34152,Hardcover,502 pages,159,772,3.3
34154,Paperback,692 pages,8803,71125,4.06
34155,Kindle Edition,25 pages,9,141,3.98
34156,ebook,261 pages,808,6052,4.24
34157,Hardcover,256 pages,231,20558,4.17
34160,ebook,481 pages,902,13053,4.19
34161,Paperback,320 pages,81,1377,4.39
34162,Paperback,772 pages,395,10678,4.28
34163,Paperback,168 pages,842,5235,4.44
34164,Kindle Edition,334 pages,427,4518,3.57
34165,Paperback,244 pages,51,1388,3.55
34166,Paperback,590 pages,55,145,3.8
34167,ebook,512 pages,28167,361110,4.26
34168,Kindle Edition,47 pages,48,2226,4.45
34169,Paperback,450 pages,223,2461,4.12
34170,Paperback,80 pages,223,2565,4.37
34171,Paperback,260 pages,1226,19456,4.07
34172,Paperback,288 pages,959,7607,3.41
34173,Paperback,912 pages,2,30,4.2
34174,Paperback,274 pages,376,4465,3.86
34175,Paperback,224 pages,230,2757,3.71
34176,Paperback,144 pages,3594,126471,3.96
34177,Unknown Binding,126 pages,248,2203,3.47
34178,Paperback,478 pages,163,2389,3.75
34179,Paperback,331 pages,515,5339,3.86
34180,Paperback,416 pages,125,883,3.6
34182,Hardcover,253 pages,22958,776139,4.06
34183,Kindle Edition,399 pages,74,295,4.08
34184,Paperback,480 pages,8,43,3.4
34186,Hardcover,128 pages,148,2781,4.05
34187,Hardcover,320 pages,8,36,3.97
34188,Paperback,272 pages,225,1610,4.07
34189,Paperback,288 pages,19,245,3.49
34190,Paperback,352 pages,1668,12338,4.07
34193,Hardcover,432 pages,1869,14435,3.99
34194,Hardcover,198 pages,16,147,3.86
34195,ebook,89 pages,64,298,4.0
34196,Mass Market Paperback,192 pages,126,2149,4.33
34197,Hardcover,256 pages,284,1309,3.53
34198,Hardcover,349 pages,3656,72570,3.95
34199,Mass Market Paperback,208 pages,47,1719,3.8
34200,Hardcover,470 pages,1350,11026,3.69
34201,Paperback,286 pages,157,3653,4.28
34202,Paperback,416 pages,298,7670,3.98
34203,Paperback,328 pages,77,635,3.93
34204,Hardcover,240 pages,309,3368,3.78
34205,Paperback,338 pages,149,2158,4.03
34206,Mass Market Paperback,339 pages,81,1055,3.62
34207,Hardcover,384 pages,4936,34988,4.01
34208,Hardcover,32 pages,841,10604,4.37
34209,Kindle Edition,227 pages,1780,22206,4.03
34210,Paperback,274 pages,4,7,4.71
34211,Paperback,448 pages,840,14451,4.1
34212,Hardcover,32 pages,173,9356,3.99
34213,ebook,219 pages,4591,46399,4.06
34214,Paperback,323 pages,426,6977,3.76
34215,Hardcover,308 pages,31,212,4.07
34216,Kindle Edition,352 pages,94,328,4.17
34217,Hardcover,418 pages,153,1064,3.54
34218,Paperback,305 pages,2771,42966,3.99
34219,Paperback,316 pages,368,5246,4.07
34220,Paperback,352 pages,55,874,4.07
34221,Hardcover,352 pages,78,483,4.07
34222,Paperback,152 pages,145,1239,3.21
34223,Hardcover,208 pages,30,889,4.05
34224,Hardcover,272 pages,49,570,4.02
34225,Hardcover,384 pages,280,3091,3.84
34227,Hardcover,203 pages,2,3,4.67
34228,Paperback,402 pages,13942,134230,3.98
34229,Hardcover,560 pages,5,87,4.37
34230,Paperback,208 pages,40,1391,4.23
34231,Hardcover,256 pages,117,466,3.26
34232,Paperback,451 pages,222,3806,3.97
34233,Mass Market Paperback,320 pages,60,315,3.63
34235,Paperback,279 pages,11,27,4.63
34236,Paperback,84 pages,2187,31003,4.04
34237,Hardcover,290 pages,2267,12093,3.9
34238,Paperback,320 pages,116,2104,3.63
34239,Mass Market Paperback,541 pages,405,9677,3.96
34240,Paperback,177 pages,474,7757,3.77
34241,Paperback,288 pages,124,1032,4.06
34242,Hardcover,91 pages,27,845,3.83
34243,Paperback,368 pages,437,5111,3.83
34244,Paperback,238 pages,241,4041,3.65
34245,Kindle Edition,232 pages,28,219,3.89
34246,MP3 CD,0 pages,168,5053,4.53
34247,Paperback,192 pages,821,4926,3.85
34248,Paperback,112 pages,3,23,4.52
34249,Paperback,225 pages,106,2309,3.8
34250,Hardcover,304 pages,651,10398,3.72
34252,Paperback,319 pages,13,298,4.03
34253,Paperback,411 pages,961,9268,4.21
34254,Paperback,640 pages,122,1211,3.77
34255,Mass Market Paperback,278 pages,317,4609,3.76
34256,Paperback,328 pages,5540,34131,3.91
34257,Paperback,267 pages,260,3659,3.51
34258,Paperback,286 pages,33,108,4.28
34259,Paperback,288 pages,52,568,3.74
34260,Paperback,131 pages,1,185,3.77
34261,Paperback,164 pages,8,89,4.64
34262,Paperback,286 pages,48,126,3.29
34263,Paperback,112 pages,12,100,4.2
34264,Paperback,465 pages,40,4498,4.11
34265,ebook,0 pages,7,38,4.03
34266,Paperback,352 pages,984,4771,3.84
34267,Hardcover,320 pages,179,1014,3.77
34268,Paperback,398 pages,22,69,4.14
34269,Mass Market Paperback,202 pages,30658,1841416,3.66
34271,Paperback,310 pages,325,4448,3.91
34272,Paperback,428 pages,708,23509,3.95
34274,Kindle Edition,231 pages,23,61,4.13
34275,Paperback,156 pages,119,2388,3.76
34276,Paperback,192 pages,161,1426,3.93
34277,Paperback,253 pages,1115,22207,4.06
34278,Paperback,240 pages,318,3082,3.55
34279,Hardcover,415 pages,148,3089,4.2
34280,Paperback,180 pages,45,4507,4.15
34281,Paperback,224 pages,8,41,4.15
34282,Paperback,69 pages,23,551,3.83
34283,Paperback,272 pages,481,7732,3.29
34284,Paperback,288 pages,2196,31403,4.07
34285,Hardcover,368 pages,847,2221,4.18
34286,Paperback,206 pages,24,175,3.7
34287,Kindle Edition,482 pages,571,2311,4.34
34288,Paperback,624 pages,5276,222328,3.96
34289,Paperback,273 pages,454,8313,3.73
34290,Mass Market Paperback,293 pages,344,5817,3.53
34291,Hardcover,456 pages,25653,255806,4.04
34292,Paperback,256 pages,163,1096,3.87
34293,ebook,224 pages,3720,17341,3.35
34295,paperback,336 pages,3,59,4.0
34297,Hardcover,448 pages,5,25,4.32
34298,Paperback,272 pages,3538,39711,4.11
34299,Paperback,286 pages,105,948,4.18
34300,Paperback,391 pages,5,31,3.61
34301,Paperback,535 pages,4407,36449,4.33
34302,Kindle Edition,402 pages,62,993,4.62
34304,Paperback,320 pages,11,487,3.74
34305,Hardcover,264 pages,83,720,4.14
34306,Paperback,276 pages,135,5003,4.16
34307,Mass Market Paperback,195 pages,181,1181,3.89
34308,Paperback,521 pages,3628,71533,3.93
34309,Paperback,992 pages,220,3555,4.27
34310,Paperback,359 pages,65,2466,4.0
34311,ebook,77 pages,12,297,4.29
34312,ebook,176 pages,421,9034,4.25
34313,Hardcover,90 pages,28,262,4.05
34315,Paperback,410 pages,43,604,4.16
34316,Hardcover,224 pages,9174,273073,4.21
34317,Paperback,386 pages,175,1410,3.84
34319,Hardcover,352 pages,88,410,4.17
34320,Kindle Edition,322 pages,1506,7201,4.16
34321,Paperback,848 pages,242,3953,3.93
34322,Hardcover,596 pages,1003,21925,4.36
34323,Kindle Edition,400 pages,8037,145101,4.25
34324,Paperback,632 pages,6708,55020,3.99
34325,Paperback,141 pages,51,1078,3.45
34326,Paperback,320 pages,19,131,4.13
34327,Paperback,252 pages,141,1949,3.99
34328,Hardcover,398 pages,84,941,3.72
34329,Paperback,168 pages,200,8559,4.14
34330,Paperback,220 pages,9,133,3.6
34331,Paperback,192 pages,137,1643,4.09
34333,Hardcover,288 pages,276,2152,4.73
34334,Paperback,307 pages,29,340,4.27
34335,Paperback,1508 pages,13071,592148,4.15
34336,Paperback,542 pages,209,2343,3.79
34337,ebook,140 pages,454,5674,4.06
34338,Hardcover,472 pages,1844,31109,4.1
34339,Audio Cassette,2 pages,288,11446,3.94
34340,Paperback,1008 pages,1698,28630,4.14
34341,Hardcover,188 pages,387,2666,3.75
34342,Hardcover,351 pages,147308,2884034,4.24
34344,Paperback,281 pages,360,6611,4.06
34345,Paperback,336 pages,70,246,3.65
34346,Kindle Edition,259 pages,9,21,3.95
34347,Paperback,402 pages,12,265,4.07
34348,Paperback,556 pages,1076,7402,4.18
34349,Paperback,177 pages,223,3380,3.9
34350,Hardcover,229 pages,155,1373,4.31
34351,Kindle Edition,339 pages,40333,671075,4.14
34352,Paperback,304 pages,858,4650,4.01
34353,Audio CD,16 pages,28169,361162,4.26
34354,Paperback,352 pages,80,2016,3.84
34355,Kindle Edition,304 pages,615,3359,3.6
34356,Kindle Edition,343 pages,107,2789,4.43
34357,Paperback,242 pages,83,772,2.54
34358,Hardcover,185 pages,251,7584,4.27
34359,Paperback,608 pages,126,1592,4.24
34360,Hardcover,672 pages,129,952,3.8
34362,Hardcover,282 pages,809,5045,3.17
34363,Paperback,293 pages,1551,10988,3.8
34364,Paperback,403 pages,1787,6746,4.29
34365,Paperback,176 pages,1775,15588,3.59
34366,Paperback,428 pages,126,11403,4.02
34367,Hardcover,736 pages,50,739,4.12
